電影ID,電影中文名,英譯,上映日期,片長,發行公司,IMDb分數,導演,演員,電影類型,分級
4271,熊麻吉,Ted,上映日期：2012-07-05,片　　長：01時46分,發行公司：環球,IMDb分數：7.0,['Seth MacFarlane(Seth MacFarlane)'],"['馬克華柏格(Mark Wahlberg)', '蜜拉庫妮絲(Mila Kunis)', '塞思麥克法蘭(SETH MACFARLANE)']","['喜劇', '愛情']",限制級/R
4272,超急快遞,Premium Rush,上映日期：2012-08-23,片　　長：01時31分,發行公司：博偉,IMDb分數：6.5,['大衛柯普(David Koepp)'],"['喬瑟夫高登李維(Joseph Gordon-Levitt)', '丹妮雅拉米瑞茲']","['動作', '懸疑/驚悚']",輔12級/PG12
4273,舞來瘋,Let’s Dance,上映日期：2012-05-18,片　　長：01時33分,發行公司：海鵬,IMDb分數：4.4,['辛西亞波姆勒(Cinzia Bomoll)'],"['艾莉絲貝拉卡芭(Alice Bellagamba)', '安德烈蒙托佛利(Andrea Montovoli)', '馬希雅莫西(Mascia Musy)']","['劇情', '音樂/歌舞']",普遍級/G
4274,寶米恰恰,Cha Cha for Twins,上映日期：2012-07-27,片　　長：01時50分,發行公司：博偉電影股份有限公司,IMDb分數：6.9,"['王傳宗', '楊貽茜']","['高英軒', '黃姵嘉', '姜康哲', '李之勤', '李志奇', '歐陽倫', '錢薇娟', '張詩盈']","['喜劇', '愛情']",保護級/P
4275,弓箭之戰,WAR OF THE ARROWS,上映日期：2012-05-18,片　　長：02時02分,發行公司：傳影互動,沒有評分,['金韓民(Han-min Kim)'],"['文彩元(Chae-won Moon)', '朴海日(Hae-il Park)', '柳承龍(Seung-yong Ryoo)']","['動作', '劇情', '戰爭']",輔12級/PG12
4277,宿主,The Host,上映日期：2013-04-03,片　　長：01時48分,發行公司：海樂,IMDb分數：5.9,['安德魯尼寇(Andrew Niccol)'],"['黛安克魯格(Diane Kruger)', '麥斯艾朗(Max Irons)', '傑克亞博', '瑟夏羅南(Saoirse Ronan)']","['愛情', '科幻']",保護級/P
4278,愛情大凸搥,ATM,上映日期：2012-05-25,片　　長：02時04分,發行公司：采昌國際多媒體,沒有評分,['梅茲塔拉(Mez Tharatorn)'],"['辰塔維塔納西維(Chantavit Dhanasevi)', 'Joke(Joke)', '波麗雀亞彭檀娜妮可(Preechaya Pongthananikorn)', '薩瓦特波拉達納波拉瑟(Thawat Pornrattanaprasert)']",[],普遍級/G
4279,詭屋,The Cabin in the Woods,上映日期：2012-05-04,片　　長：01時35分,發行公司：藝融,IMDb分數：7.0,['德魯戈達德(Drew Goddard)'],"['布萊德利惠特福(Bradley Whitford)', '克里斯漢斯沃(Chris Hemsworth)', '李察詹金斯(Richard Jenkins)']",['懸疑/驚悚'],限制級/R
4280,舞力全開4 3D,Step Up Revolution,上映日期：2012-08-10,片　　長：01時39分,發行公司：威視電影,IMDb分數：6.5,['史考特史皮爾'],"['凱薩琳麥寇(Catherine McCormack)', '萊恩高斯曼(Ryan Guzman)', '亞當賽凡提']","['愛情', '音樂/歌舞']",普遍級/G
4281,第八日的蟬,,上映日期：2012-07-13,片　　長：02時27分,發行公司：絕色,沒有評分,['成島出(Izuru Narushima)'],"['小池榮子(Eiko Koike)', '井上真央(Mao Inoue)', '永作博美(Hiromi Nagasaku)']",['劇情'],保護級/P
4282,BBS鄉民的正義,SILENT CODE,上映日期：2012-08-17,片　　長：01時46分,發行公司：美商二十世紀福斯影片公司,沒有評分,['林世勇(Hero)'],"['陳柏霖(Bo-Lin Chen)', '陳意涵(Ivy Chen)', '郭雪芙', '修杰楷']","['科幻', '劇情', '愛情']",保護級/P
4283,巴黎魅影3D,A Monster in Paris,上映日期：2012-09-28,片　　長：01時30分,發行公司：兔將創意影業 / 好孩子國際娛樂,IMDb分數：6.8,['畢波柏格隆(Bibo Bergeron)'],"['西恩藍儂', '亞當戈柏']","['劇情', '動畫']",普遍級/G
4284,腳趾上的星光,Melody,上映日期：2012-06-01,片　　長：01時31分,發行公司：大熊星國際多媒體、綺泰動畫 聯合監製發行,沒有評分,"['黃興芳', '顏順發']",['林宥嘉'],"['劇情', '愛情', '動畫']",普遍級/G
4285,湯瑪士小火車電影版柴油火車的祕密行動,Thomas & Friends：Day of the Diesels,上映日期：2012-05-18,片　　長：00時58分,發行公司：曼迪傳播,IMDb分數：5.7,['格雷格帝爾南(Greg Tiernan)'],[''],['動畫'],普遍級/G
4286,瀕臨邊緣的人,Stopped on Track,上映日期：2012-05-25,片　　長：01時50分,發行公司：聯影／聯贏,IMDb分數：7.6,['安得烈德瑞昇(Andrea Dresen)'],"['米朗波榭(Milan Peschel)', '史黛菲康奈爾(Steffi Kühnert)', '泰莉莎朗克(Talisa Lilly Lemke)']",['劇情'],保護級/P
4287,轉生術,PAINTED SKIN: RESURRECTION,上映日期：2012-07-13,片　　長：02時12分,發行公司：華誼兄弟、原子映象,IMDb分數：6.3,['烏爾善'],"['陳坤(Aloys Chen)', '費翔', '趙薇', '周迅(Xun Zhou)']","['動作', '奇幻', '劇情', '愛情']",輔12級/PG12
4288,第一次,First Time,上映日期：2012-06-08,片　　長：未提供,發行公司：威視電影發行,沒有評分,['韓延'],"['楊穎(Angelababy)', '袁詠琳', '趙又廷(Mark Chao)']",['愛情'],未分類
4289,暮光之城：破曉2,The Twilight Saga: Breaking Dawn - Part 2,上映日期：2012-11-16,片　　長：01時55分,發行公司：龍祥,IMDb分數：5.5,['比爾坎登(Bill Condon)'],"['艾希莉格林(Ashley Greene)', '達珂塔芬妮(Dakota Fanning)', '克莉絲汀史都華(Kristen Stewart)', '羅伯派汀森(Robert Pattinson)', '泰勒洛特(Taylor Lautner)', '傑克森雷斯朋', '雷米馬利克(Rami Malek)']","['愛情', '奇幻', '劇情']",輔12級/PG12
4290,幸福的麵包,BREAD OF HAPPINESS,上映日期：2012-06-01,片　　長：01時54分,發行公司：天馬行空,IMDb分數：6.8,['三島有紀子(Yukiko Mishima)'],"['原田知世(Tomoyo Harada)', '大泉洋(Yo Oizumi)']","['劇情', '溫馨/家庭']",普遍級/G
4291,巴黎瘋馬秀,Crazy Horse,上映日期：2012-06-01,片　　長：02時16分,發行公司：佳映娛樂,IMDb分數：6.4,['費德瑞克魏斯曼(Frederick Wiseman)'],"['戴紀布魯(Daizy Blu)', '娜瑪艾娃(Naamah Alva)', '菲利普德庫弗列(Philippe Decouflé)', '菲利普科特林(Philippe Katerine)']","['音樂/歌舞', '紀錄片']",限制級/R
4293,手機裡的眼淚,Father’s Lullaby,上映日期：2012-06-22,片　　長：01時40分,發行公司：華映,沒有評分,['張世儫'],"['黃健瑋(Huang Jian-Wei)', '陳文彬', '單承矩', '范瑞君(Ray Fan)', '西田惠里奈', '蔭山征彥', '尤傑恩', '朱芷瑩']","['劇情', '溫馨/家庭']",保護級/P
4294,科學怪犬,Frankenweenie,上映日期：2012-10-26,片　　長：01時27分,發行公司：博偉,IMDb分數：7.0,['提姆波頓(Tim Burton)'],"['凱薩琳奧哈拉(Catherine O’hara)', '查理塔汗(Charlie Tahan)', '馬丁蕭特(Martin Short)', '薇諾娜瑞德(Winona Ryder)']",['動畫'],保護級/P
4295,當龍吞了太陽,When The Dragon Swallowed The Sun,上映日期：2012-06-08,片　　長：01時55分,發行公司：天馬行空,IMDb分數：7.5,['德克西蒙'],"['Bhusang(Bhusang)', 'Tenzin Choeying(Tenzin Choeying)', 'Youdon Aukatsang(Youdon Aukatsang)']",['紀錄片'],普遍級/G
4296,伴郎我最High,A Few Best Man,上映日期：2012-06-08,片　　長：未提供,發行公司：龍祥,IMDb分數：5.7,['史蒂芬艾略特'],"['克里斯馬歇爾(Kris Marshall)', '提姆德瑞瑟(Tim Draxl)', '薩維爾山繆 (Xavier Samuel)', '奧莉維亞紐頓強', '凱文畢夏普', '蘿拉布蘭特']","['劇情', '喜劇']",未分類
4297,AKB48 夢想起飛,DOCUMENTARY of AKB48 to be continued,上映日期：2012-05-18,片　　長：02時00分,發行公司：天馬行空,IMDb分數：7.8,['寒竹百合(Yuri Kanchiku)'],"['前田敦子(Maeda Atsuko)', '柏木由紀', '板野友美', '大島優子', '渡邊麻友', '高橋南', '篠田麻里子']",['紀錄片'],普遍級/G
4298,AKB48 永遠在一起,DOCUMENTARY of AKB48 Show must go on,上映日期：2012-05-18,片　　長：02時01分,發行公司：天馬行空,IMDb分數：8.2,['高橋榮樹(Eiki Takahashi)'],"['前田敦子(Maeda Atsuko)', '柏木由紀', '大島優子', '渡邊麻友', '高橋南', '小嶋陽菜', '篠田麻里子']",['紀錄片'],普遍級/G
4299,昭和感官物語,TATSUMI,上映日期：2012-06-15,片　　長：01時36分,發行公司：佳映娛樂,IMDb分數：7.2,['邱金海(Eric Khoo)'],"['別所哲也(Tetsuya Bessho)', '辰巳嘉裕(Yoshihiro Tatsumi)']",['劇情'],限制級/R
4300,米其林廚神：美味的傳承,Entre les Bras,上映日期：2012-06-08,片　　長：01時30分,發行公司：海鵬,IMDb分數：6.3,['保羅拉寇斯(Paul Lacoste)'],"['米修布拉斯(Michel Bras)', '賽巴提恩布拉斯(Sébastien Bras)']",['劇情'],普遍級/G
4301,大追捕,Night Fall,上映日期：2012-05-18,片　　長：01時47分,發行公司：樂到家國際娛樂股份有限公司、仲業、華映娛樂股份有限公司,IMDb分數：6.5,['周顯揚'],"['任達華(Simon Yam)', '竇驍', '王敏德', '文詠珊(Janice Man)', '謝安琪', '余安安', '張家輝(Nick Cheung)']","['動作', '劇情', '犯罪', '懸疑/驚悚']",輔12級/PG12
4302,犀利人妻最終回：幸福男．不難,The Fierce Wife：Woman Onerous：Seeking Mr.Right,上映日期：2012-08-17,片　　長：01時49分,發行公司：博偉電影股份有限公司,沒有評分,"['王珮華', '王仁里']","['蔡昌憲', '蔡淑臻', '大元', '胡盈禎', '李沛旭', '隋棠', '溫昇豪', '小小彬', '宥勝', '朱芯儀']","['劇情', '愛情']",普遍級/G
4303,大開影界全球首席影展巡禮,,上映日期：2012-05-25,片　　長：未提供,發行公司：威望國際,沒有評分,[''],[''],[],未分類
4304,巴黎Q孃,,上映日期：2012-06-15,片　　長：01時41分,發行公司：聯影／聯贏,IMDb分數：5.6,['羅虹布尼克(Laurent Bouhnik)'],"['黛柏哈海薇(Déborah Révy)', '葛雯迪蒂(Gowan Didi)', '海倫娜席默(Helene Zimmer)']","['劇情', '愛情']",限制級/R
4305,凱撒必須死：舞台重生,Caesar Must Die,上映日期：2012-06-22,片　　長：01時17分,發行公司：海鵬,IMDb分數：7.3,['塔維安尼兄弟(Paolo & Vittorio Taviani)'],"['法拉斯卡(Antonio Frasca)', '柯西默雷加(Cosimo Rega)', '喬凡尼阿庫利(Giovanni Arcuri)', '斯特利安諾(Salvatore Striano)']",['劇情'],普遍級/G
4306,為你流的淚,KEEP THE LIGHTS ON,上映日期：2012-07-27,片　　長：01時42分,發行公司：美好的一天娛樂,IMDb分數：6.2,['艾拉薩克斯(Ira Sachs)'],"['拓爾林德哈特(Thure Lindhardt)', '柴克瑞布斯(Zachary Booth)']","['劇情', '愛情']",限制級/R
4307,愛情好意外,La Delicatesse,上映日期：2012-07-06,片　　長：未提供,發行公司：山水國際,IMDb分數：6.6,"['大衛霍諾斯(David Foenkinos)', '史提芬霍諾斯(Stéphane Foenkinos)']",['奧黛麗朵杜(Audrey Tautou)'],"['喜劇', '愛情']",未分類
4308,魚干女又怎樣：羅馬假期,Hotaru The Movie: It's Only A Little Light In My Life,上映日期：2012-06-22,片　　長：01時50分,發行公司：采昌國際多媒體,沒有評分,['吉野洋'],"['綾瀨遙(Haruka Ayase)', '松雪泰子(Yasuko Matsuyuki)', '手越祐也', '藤木直人']","['劇情', '喜劇']",普遍級/G
4309,I AM SM家族青春傳記電影,,上映日期：2012-05-25,片　　長：未提供,發行公司：avex taiwan愛貝克思股份有限公司、威視電影,沒有評分,['CHOI JIN-SEONG(CHOI JIN-SEONG)'],[''],['紀錄片'],未分類
4310,給自己的情歌,My Own Love Song,上映日期：2012-05-18,片　　長：01時42分,發行公司：威望國際,沒有評分,['奧利維爾達昂(Olivier Dahan)'],"['佛瑞斯特懷特克(Forest Whitaker)', '麥德琳席瑪(Madeline Zima)', '尼克諾特(Nick Nolte)', '芮妮齊薇格(Renee Zellweger)']","['劇情', '音樂/歌舞', '勵志']",保護級/P
4311,自由邊境,Burma- A Human Tragedy,上映日期：2012-06-08,片　　長：未提供,發行公司：甲上,沒有評分,['Neil Hollander(Neil Hollander)'],[''],['紀錄片'],未分類
4312,電影K-ON！輕音部,K-ON！,上映日期：2012-09-14,片　　長：01時50分,發行公司：普威爾國際公司,IMDb分數：7.6,['山田尚子'],"['日笠陽子', '壽美菜子', '竹達彩奈', '佐藤聰美']",['動畫'],普遍級/G
4313,野蠻告白,Savages,上映日期：2012-08-23,片　　長：02時11分,發行公司：環球影業,IMDb分數：6.5,['奧立佛史東(Oliver Stone)'],"['亞倫強生(Aaron Johnson)', '班尼西歐迪特洛(Benicio Del Toro)', '布蕾克萊芙莉(Blake Lively)', '艾米爾賀許(Emile Hirsch)', '約翰屈伏塔(John Travolta)', '莎瑪海耶克(Salma Hayek)', '泰勒基奇(Taylor Kitsch)', '烏瑪舒曼(Uma Thurman)']","['劇情', '犯罪']",限制級/R
4314,飄洋過海，愛上妳,Salmon Fishing In The Yemen,上映日期：2012-06-01,片　　長：01時48分,發行公司：威望國際,IMDb分數：6.8,['萊斯霍斯壯(Lasse Hallström)'],"['伊旺麥奎格(Ewan McGregor)', '克莉絲汀史考特湯瑪斯(Kristin Scott Thomas)']","['劇情', '愛情']",保護級/P
4315,2012台北電影節,,上映日期：2012-06-29,片　　長：未提供,發行公司：,沒有評分,[''],[''],[],未分類
4316,貞子3D,,上映日期：2012-08-31,片　　長：01時47分,發行公司：派拉蒙,IMDb分數：3.9,['英勉'],"['石原里美(Ishihara Satomi)', '瀨戶康史(Seto Kouji)', '田山涼成(Tayama Ryousei)', '山本裕典(Yamamoto Yuusuke)']","['恐怖', '懸疑/驚悚']",輔12級/PG12
4317,大亨小傳,THE GREAT GATSBY,上映日期：2013-05-17,片　　長：02時22分,發行公司：華納兄弟,IMDb分數：7.3,['巴茲魯曼(Baz Luhrmann)'],"['凱莉墨里根(Carey Mulligan)', '喬爾埃哲頓(Joel Edgerton)', '李奧納多狄卡皮歐(Leonardo DiCaprio)', '托比麥奎爾(Tobey Maguire)']","['劇情', '愛情']",保護級/P
4318,騷人,Young Dudes,上映日期：2012-08-31,片　　長：01時16分,發行公司：華納兄弟,IMDb分數：6.8,['陳映蓉(DJ CHEN)'],"['阿部力', '瑞莎', '王柏傑(Po-Chieh Wang)']",['劇情'],保護級/P
4319,西門町,WESTGATE TANGO,上映日期：2012-09-07,片　　長：01時57分,發行公司：UIP,沒有評分,['王瑋'],"['黃秋生(Anthony Wong)', '安心亞(Amber An)', '曹西平', '郭品超', '李杰宇']",['劇情'],保護級/P
4320,屍戀人,I MISS U,上映日期：2012-07-27,片　　長：01時51分,發行公司：鴻聯國際,沒有評分,['孟藤(Monton Aryangkun)'],"['阿萍雅(Apinya sakuljareonsuek)', '傑希達邦(Jetsadaporn Poldee)', '娜塔維拉努(Natta Veeranut Tongme)']","['恐怖', '懸疑/驚悚']",輔12級/PG12
4321,莫札特和他的姐姐,MOZART’S SISTER,上映日期：2012-06-29,片　　長：02時00分,發行公司：天馬行空,沒有評分,['瑞内弗莱特(Rene Feret)'],"['大衛夢露(David Moreau)', '馬克巴貝(Marc Barbe)', '瑪莉弗莱特(Marie Feret)']","['劇情', '音樂/歌舞']",普遍級/G
4322,候鳥來的季節,,上映日期：2012-09-28,片　　長：01時48分,發行公司：威視,沒有評分,"['蔡銀娟', '李志薔']","['白歆惠', '高盟傑', '海倫清桃', '溫昇豪', '莊凱勛']",['劇情'],保護級/P
4323,你是天堂，愛是地獄,Lost in Paradise,上映日期：2012-06-15,片　　長：01時38分,發行公司：絕色,IMDb分數：7.0,['武玉登(Ngoc Dang Vu)'],"['胡永科(Ho Vinh Khoa)', '梁孟海(Manh Hai Luong)']","['劇情', '愛情']",限制級/R
4324,決殺令,Django Unchained,上映日期：2013-02-27,片　　長：02時46分,發行公司：索尼影業,IMDb分數：8.4,['昆汀塔倫提諾(Quentin Tarantino)'],"['傑米福克斯(Jamie Foxx)', '李奧納多狄卡皮歐(Leonardo DiCaprio)', '山繆傑克森(Samuel L. Jackson)', '克里斯多夫']","['動作', '劇情']",限制級/R
4325,慾望決勝點,Superclasico,上映日期：2012-07-06,片　　長：01時39分,發行公司：聯影／聯贏,IMDb分數：6.4,['歐雷克里斯丁麥生(Ole Christian Madsen)'],"['安德斯伯索爾森(Andres W. Berthelsen)', '傑米摩頓(Jamie Morton)', '帕普莉卡絲(Paprika Steen)', '賽巴斯汀艾斯提法內茲(Sebastián Estevanez)']","['劇情', '愛情']",限制級/R
4326,官賤對決,THE CAMPAIGN,上映日期：2012-10-05,片　　長：01時26分,發行公司：華納兄弟,IMDb分數：6.2,['傑羅奇(Jay Roach)'],"['布萊恩考克斯(Brian Cox)', '狄倫麥德蒙(Dylan McDermott)', '傑森蘇戴西斯(Jason Sudeikis)', '威爾法洛(Will Ferrell)', '查克葛里芬納奇(Zach Galifianakis)', '丹艾克洛德', '凱瑟琳拉納薩', '約翰李斯高(John Lithgow)']",['喜劇'],輔12級/PG12
4327,羅馬浴場,Thermae Romae,上映日期：2012-08-31,片　　長：01時49分,發行公司：傳影互動,IMDb分數：6.4,['武內英樹(Hideki Takeuchi)'],"['阿部寬(Hiroshi Abe)', '上戶彩(Aya Ueto)']","['劇情', '喜劇']",輔12級/PG12
4328,最愛小情歌,Beloved,上映日期：2012-07-13,片　　長：02時19分,發行公司：傳影互動,IMDb分數：6.2,['克里斯多夫何內(Christophe Honoré)'],"['凱薩琳丹妮芙(Catherine Deneuve)', '齊雅拉馬斯楚安尼(Chiara Mastroianni)', '路易卡瑞(Louis Garrel)', '露迪芬莎妮(Ludivine Sagnier)']","['劇情', '愛情']",限制級/R
4329,球來就打,viva baseball,上映日期：2012-08-31,片　　長：未提供,發行公司：中環娛樂代理、威視電影發行,沒有評分,['尹祺'],"['洪都拉斯', '黃少祺', '楊烈', '張翰', '周采詩']","['劇情', '勵志']",未分類
4330,敗犬復活大作戰,GIRLS FOR KEEPS,上映日期：2012-06-29,片　　長：02時04分,發行公司：龍祥,IMDb分數：6.4,['深川榮洋(Yoshihiro Fukagawa)'],"['林遣都(Hayashi Kento)', '向井理(Osamu Mukai)', '板谷由夏', '吉瀨美智子', '加藤羅莎', '上地雄輔', '香里奈']",['劇情'],普遍級/G
4331,偷情大丈夫,The Players,上映日期：2012-07-06,片　　長：01時40分,發行公司：傳影互動,IMDb分數：5.3,"['尚杜賈丹(Jean Dujardin)', '米歇爾阿威納維奇(Michel Hazanavicius )']","['亞歷珊卓蕾米(Alexandra Lamy)', '吉爾斯萊勞奇(Gilles Lellouche)', '吉翁卡列(Guillaume Canet)', '尚杜賈丹(Jean Dujardin)']","['劇情', '喜劇']",限制級/R
4332,神探愛倫坡：黑鴉疑雲,The Raven,上映日期：2012-06-22,片　　長：01時50分,發行公司：威望國際,IMDb分數：6.4,['詹姆斯麥克特格(James McTeigue)'],"['艾莉絲伊芙(Alice Eve)', '約翰庫薩克(John Cusack)', '路克伊凡斯(Luke Evans)']","['劇情', '懸疑/驚悚']",輔12級/PG12
4333,真愛初體驗,CHERI,上映日期：2012-06-22,片　　長：01時32分,發行公司：天馬行空,沒有評分,['史蒂芬佛瑞爾斯(Stephen Frears)'],"['凱西貝茲(Kathy Bates)', '蜜雪兒菲佛(Michelle Pfeiffer)', '魯柏佛蘭德(Rupert Friend)']","['劇情', '愛情']",限制級/R
4334,悲慘世界.,Les Misérables,上映日期：2013-02-08,片　　長：02時38分,發行公司：環球影業,IMDb分數：7.6,['湯姆霍伯(Tom Hooper)'],"['阿曼達塞佛瑞(Amanda Seyfried)', '安海瑟威(Anne Hathaway)', '艾迪瑞德曼(Eddie Redmayne)', '海倫娜波漢卡特(Helena Bonham Carter)', '休傑克曼(Hugh Jackman)', '羅素克洛(Russell Crowe)', '薩夏拜倫柯恩(Sacha Baron Cohen)']",['劇情'],保護級/P
